year_month,district_code,electricity,heat,water_cool,water_hot
202311,51720,744,0,244,0
202311,51730,679,0,264,0
202311,51750,545,0,220,0
202311,51760,450,3,97,0
202311,51770,515,0,108,0
202311,51780,719,0,166,0
202311,51790,803,0,80,0
202311,51800,678,0,96,0
202311,51810,655,0,126,0
202311,51820,612,0,117,0
202311,51830,526,0,131,0
202312,11000,,,,
202312,11110,0,0,0,0
202312,11140,1895,0,314,0
202312,11170,0,0,0,0
202312,11200,0,0,0,0
202312,11215,1492,0,0,0
202312,11230,0,0,0,0
202312,11260,421,0,0,0
202312,11290,0,0,0,0
202312,11305,0,0,0,0
202312,11320,0,0,0,0
202312,11350,0,0,0,0
202312,11380,0,0,0,0
202312,11410,0,0,0,0
202312,11440,0,0,0,0
202312,11470,0,0,0,0
202312,11500,0,0,0,0
202312,11530,0,0,0,0
202312,11545,0,0,0,0
202312,11560,889,0,212,0
202312,11590,0,0,0,0
202312,11620,0,0,0,0
202312,11650,565,1750,150,108
202312,11680,815,0,176,0
202312,11710,0,0,0,0
202312,11740,131,0,7,0
202312,26000,,,,
202312,26110,0,0,0,0
202312,26140,0,0,0,0
202312,26170,0,0,0,0
202312,26200,0,0,0,0
202312,26230,491,0,204,0
202312,26260,0,0,0,0
202312,26290,226,0,253,0
202312,26320,147,0,252,0
202312,26350,0,0,0,0
202312,26380,51,0,236,0
202312,26410,621,0,218,0
202312,26440,0,0,0,0
202312,26470,603,0,242,0
202312,26500,118,0,214,0
202312,26530,224,0,267,0
202312,26710,0,0,0,0
202312,27000,,,,
202312,27110,615,26,239,0
202312,27140,77,0,195,0
202312,27170,0,0,0,0
202312,27200,0,0,0,0
202312,27230,29,0,220,0
202312,27260,526,0,135,0
202312,27290,0,0,0,0
202312,27710,0,0,0,0
202312,27720,0,0,0,0
202312,28000,,,,
202312,28110,0,0,0,0
202312,28140,0,0,0,0
202312,28177,19,0,262,0
202312,28185,0,0,0,0
202312,28200,0,0,0,0
202312,28237,350,0,248,0
202312,28245,34,0,266,0
202312,28260,700,0,261,0
202312,28710,830,0,335,0
202312,28720,1427,0,59,0
202312,29000,,,,
202312,29110,1215,0,373,0
202312,29140,85,0,128,0
202312,29155,161,0,164,0
202312,29170,443,0,189,0
202312,29200,668,0,218,0
202312,30000,,,,
202312,30110,646,0,235,0
202312,30140,0,0,0,0
202312,30170,0,0,0,0
202312,30200,1107,0,352,0
202312,30230,16,0,214,0
202312,31000,,,,
202312,31110,351,0,295,0
202312,31140,374,0,271,0
202312,31170,493,0,269,0
202312,31200,182,0,207,0
202312,31710,496,0,233,0
202312,36110,151,0,310,0
202312,41000,,,,
202312,41110,,,,
202312,41111,0,0,0,0
202312,41113,0,0,0,0
202312,41115,168,0,251,0
202312,41117,0,0,0,0
202312,41130,,,,
202312,41131,0,0,0,0
202312,41133,0,0,0,0
202312,41135,0,0,0,0
202312,41150,666,0,248,0
202312,41170,,,,
202312,41171,0,0,0,0
202312,41173,0,0,0,0
202312,41190,,,,
202312,41192,0,0,0,0
202312,41194,0,0,0,0
202312,41196,25,0,484,0
202312,41210,0,0,0,0
202312,41220,498,0,201,0
202312,41250,0,0,0,0
202312,41270,,,,
202312,41271,0,0,0,0
202312,41273,9,0,105,0
202312,41280,,,,
202312,41281,0,0,0,0
202312,41285,0,0,0,0
202312,41287,0,0,0,0
202312,41290,0,0,0,0
202312,41310,0,0,0,0
202312,41360,0,0,0,0
202312,41370,1063,0,292,0
202312,41390,0,0,299,0
202312,41410,0,0,0,0
202312,41430,678,0,388,0
202312,41450,0,0,0,0
202312,41460,,,,
202312,41461,1974,0,385,0
202312,41463,0,0,0,0
202312,41465,0,0,0,0
202312,41480,0,0,0,0
202312,41500,648,0,341,0
202312,41550,0,0,0,0
202312,41570,79,0,255,0
202312,41590,625,0,250,0
202312,41610,0,0,0,0
202312,41630,0,0,0,0
202312,41650,0,0,0,0
202312,41670,0,0,0,0
202312,41800,0,0,0,0
202312,41820,0,0,0,0
202312,41830,0,0,0,0
202312,43000,,,,
202312,43110,,,,
202312,43111,0,0,0,0
202312,43112,0,0,0,0
202312,43113,41,0,322,0
202312,43114,0,0,0,0
202312,43130,14,0,0,0
202312,43150,0,0,0,0
202312,43720,0,0,0,0
202312,43730,0,0,0,0
202312,43740,611,0,215,0
202312,43745,0,0,0,0
202312,43750,666,0,0,0
202312,43760,0,0,0,0
202312,43770,406,0,107,0
202312,43800,0,0,0,0
202312,44000,,,,
202312,44130,,,,
202312,44131,0,0,0,0
202312,44133,616,0,264,0
202312,44150,0,0,0,0
202312,44180,0,0,0,0
202312,44200,560,0,329,0
202312,44210,410,760,56,91
202312,44230,0,0,0,0
202312,44250,0,0,0,0
202312,44270,514,0,111,0
202312,44710,0,0,0,0
202312,44760,0,0,0,0
202312,44770,0,0,0,0
202312,44790,0,0,0,0
202312,44800,0,0,0,0
202312,44810,93,0,201,0
202312,44825,0,0,0,0
202312,45000,,,,
202312,45110,,,,
202312,45111,180,0,7,0
202312,45113,27,0,14,0
202312,45130,28,0,0,0
202312,45140,79,134,41,13
202312,45180,581,0,385,0
202312,45190,57,0,0,0
202312,45210,0,0,0,0
202312,45710,100,0,0,0
202312,45720,0,0,0,0
202312,45730,0,0,0,0
202312,45740,0,0,0,0
202312,45750,0,0,0,0
202312,45770,0,0,0,0
202312,45790,0,0,0,0
202312,45800,0,0,0,0
202312,46000,,,,
202312,46110,506,0,232,0
202312,46130,37,0,275,0
202312,46150,0,0,0,0
202312,46170,338,0,124,0
202312,46230,33,0,301,0
202312,46710,0,0,0,0
202312,46720,,,,
202312,46730,548,0,152,0
202312,46770,0,0,0,0
202312,46780,677,0,152,0
202312,46790,525,0,231,0
202312,46800,823,0,221,0
202312,46810,597,0,179,0
202312,46820,0,0,0,0
202312,46830,0,0,0,0
202312,46840,0,0,0,0
202312,46860,0,0,0,0
202312,46870,462,0,74,0
202312,46880,0,0,0,0
202312,46890,0,0,0,0
202312,46900,0,0,0,0
202312,46910,,,,
202312,47000,,,,
202312,47110,,,,
202312,47111,0,0,0,0
202312,47113,420,0,189,0
202312,47130,460,0,232,0
202312,47150,0,0,0,0
202312,47170,0,0,0,0
202312,47190,109,0,220,0
202312,47210,0,0,0,0
202312,47230,0,0,0,0
202312,47250,238,0,0,0
202312,47280,619,0,225,0
202312,47290,654,0,311,0
202312,47730,99,0,274,0
202312,47750,0,0,0,0
202312,47760,0,0,0,0
202312,47770,0,0,0,0
202312,47820,0,0,0,0
202312,47830,0,0,0,0
202312,47840,0,0,0,0
202312,47850,0,0,0,0
202312,47900,0,0,0,0
202312,47920,0,0,0,0
202312,47930,0,0,0,0
202312,47940,,,,
202312,48000,,,,
202312,48120,,,,
202312,48121,99,0,199,0
202312,48123,666,0,246,0
202312,48125,2742,0,1197,0
202312,48127,0,0,0,0
202312,48129,426,0,313,0
202312,48170,0,0,0,0
202312,48220,99,0,154,0
202312,48240,499,0,278,0
202312,48250,579,0,452,0
202312,48270,98,0,336,0
202312,48310,305,0,182,0
202312,48330,88,0,314,0
202312,48720,0,0,0,0
202312,48730,0,0,0,0
202312,48740,0,0,0,0
202312,48820,0,0,0,0
202312,48840,0,0,0,0
202312,48850,0,0,0,0
202312,48860,544,0,250,0
202312,48870,0,0,0,0
202312,48880,0,0,0,0
202312,48890,0,0,0,0
202312,50000,,,,
202312,50110,423,0,222,0
202312,50130,0,0,0,0
202312,51000,,,,
202312,51110,403,0,140,0
202312,51130,38,0,2,0
202312,51150,581,0,310,0
202312,51170,457,1079,208,60
202312,51190,0,0,0,0
202312,51210,0,0,0,0
202312,51230,89,0,204,0
202312,51720,0,0,0,0
202312,51730,0,0,0,0
202312,51750,0,0,0,0
202312,51760,391,0,165,0
202312,51770,0,0,0,0
202312,51780,0,0,0,0
202312,51790,0,0,0,0
202312,51800,0,0,0,0
202312,51810,0,0,0,0
202312,51820,0,0,0,0
202312,51830,0,0,0,0
